Timestamp,Date,Time,Vertical,Crab Legolas PTS,Crab Legolas PROJ,Crab Legolas WPCT,Two Minute Excadrill PTS,Two Minute Excadrill PROJ,Two Minute Excadrill WPCT,Island of Misfit Boys PTS,Island of Misfit Boys PROJ,Island of Misfit Boys WPCT,Neon Cactus TNF PTS,Neon Cactus TNF PROJ,Neon Cactus TNF WPCT,The Mania PTS,The Mania PROJ,The Mania WPCT,Mean Bean Disappointments PTS,Mean Bean Disappointments PROJ,Mean Bean Disappointments WPCT,NoRtHwEsTeRn WaLk SiGn PTS,NoRtHwEsTeRn WaLk SiGn PROJ,NoRtHwEsTeRn WaLk SiGn WPCT,Sandbaggers PTS,Sandbaggers PROJ,Sandbaggers WPCT,Jake the Dog PTS,Jake the Dog PROJ,Jake the Dog WPCT,Carrie's Quads PTS,Carrie's Quads PROJ,Carrie's Quads WPCT,The Chop Block PTS,The Chop Block PROJ,The Chop Block WPCT,Third Down Syndrome PTS,Third Down Syndrome PROJ,Third Down Syndrome WPCT
1757874100,2025-09-14,11:21:40,,35.24,122.63,0.42000000000000004,46.48,118.01,0.49,37.38,119.79,0.47,44.30,117.17,0.53,88.64,112.29,0.7,25.14,118.61,0.4,44.08,122.40,0.51,17.90,120.15,0.22999999999999998,19.42,124.01,0.6,42.64,114.59,0.58,53.68,120.26,0.30000000000000004,71.98,120.52,0.77
1757874401,2025-09-14,11:26:41,,35.24,122.63,0.4,46.78,118.01,0.5,38.28,119.79,0.45999999999999996,45.50,117.17,0.54,88.48,112.29,0.6799999999999999,25.34,118.61,0.4,44.18,122.40,0.5,19.90,120.15,0.27,19.42,124.01,0.6,46.20,114.59,0.6,53.96,120.26,0.32000000000000006,68.98,120.52,0.73
1757874702,2025-09-14,11:31:42,,36.44,122.63,0.35,47.18,118.01,0.49,46.48,119.79,0.56,45.50,117.17,0.43999999999999995,93.72,112.29,0.73,26.70,118.61,0.38,44.18,122.40,0.51,21.10,120.15,0.28,22.40,124.01,0.62,51.94,114.59,0.65,53.96,120.26,0.27,68.98,120.52,0.72
1757875003,2025-09-14,11:36:43,,38.16,122.63,0.35,47.54,118.01,0.49,46.48,119.79,0.56,45.50,117.17,0.43999999999999995,95.92,112.29,0.75,26.78,118.61,0.38,44.18,122.40,0.51,23.80,120.15,0.31000000000000005,23.10,124.01,0.62,55.04,114.59,0.65,53.86,120.26,0.25,68.98,120.52,0.69
1757875304,2025-09-14,11:41:44,,39.32,122.63,0.37,47.54,118.01,0.49,53.64,119.79,0.65,45.50,117.17,0.35,95.92,112.29,0.75,26.78,118.61,0.38,44.58,122.40,0.51,23.80,120.15,0.31000000000000005,23.20,124.01,0.62,55.04,114.59,0.63,53.86,120.26,0.25,68.98,120.52,0.69
1757875605,2025-09-14,11:46:45,,43.48,122.68,0.32999999999999996,49.84,118.08,0.5,53.92,119.79,0.62,47.90,117.07,0.38,96.68,112.32,0.76,29.58,118.91,0.4,47.18,122.46,0.5,23.80,120.21,0.29000000000000004,24.40,124.18,0.6,62.94,114.57,0.67,53.86,120.31,0.24,69.98,120.60,0.71
1757875907,2025-09-14,11:51:47,,43.48,122.68,0.31000000000000005,58.24,118.08,0.59,53.92,119.79,0.58,51.00,117.07,0.42000000000000004,102.26,112.32,0.8200000000000001,28.98,118.91,0.39,47.18,122.46,0.41000000000000003,23.80,120.21,0.27,24.40,124.18,0.61,62.94,114.57,0.69,52.70,120.31,0.17999999999999994,71.08,120.60,0.73
1757876208,2025-09-14,11:56:48,,43.88,122.68,0.30000000000000004,58.24,118.08,0.49,54.84,119.79,0.6,51.00,117.07,0.4,104.66,112.32,0.8300000000000001,28.98,118.91,0.38,57.38,122.46,0.51,24.90,120.21,0.21999999999999997,24.40,124.18,0.62,63.94,114.57,0.7,53.30,120.31,0.16999999999999993,75.08,120.60,0.78
1757876509,2025-09-14,12:01:49,,45.38,122.66,0.31000000000000005,58.24,118.07,0.45999999999999996,54.84,119.79,0.58,51.00,117.07,0.42000000000000004,103.26,112.32,0.8200000000000001,28.98,118.90,0.38,57.38,122.46,0.54,25.50,120.20,0.22999999999999998,24.40,124.18,0.62,63.94,114.58,0.69,53.30,120.33,0.17999999999999994,75.08,120.60,0.77
1757876810,2025-09-14,12:06:50,,53.84,122.66,0.4,58.24,118.07,0.43999999999999995,55.76,119.79,0.59,51.00,117.07,0.41000000000000003,104.06,112.32,0.81,29.50,118.90,0.38,58.46,122.46,0.56,27.30,120.20,0.21999999999999997,25.88,124.18,0.62,64.64,114.58,0.6,54.14,120.33,0.18999999999999995,75.08,120.60,0.78
1757877111,2025-09-14,12:11:51,,53.84,122.66,0.39,62.88,118.07,0.49,57.36,119.79,0.6,51.00,117.07,0.4,107.00,112.32,0.76,29.50,118.90,0.37,58.46,122.46,0.51,27.30,120.20,0.17999999999999994,25.88,124.18,0.63,64.64,114.58,0.61,60.40,120.33,0.24,78.08,120.60,0.8200000000000001
1757877413,2025-09-14,12:16:53,,53.84,122.66,0.33999999999999997,68.18,118.07,0.54,57.36,119.79,0.59,51.00,117.07,0.41000000000000003,112.98,112.32,0.73,30.24,118.90,0.39,59.86,122.46,0.45999999999999996,37.00,120.20,0.31000000000000005,25.88,124.18,0.61,69.04,114.58,0.66,70.48,120.33,0.27,75.08,120.60,0.69
1757877714,2025-09-14,12:21:54,,59.70,122.66,0.39,69.02,118.07,0.45999999999999996,57.96,119.79,0.59,51.00,117.07,0.41000000000000003,113.18,112.32,0.73,32.08,118.90,0.39,65.16,122.46,0.54,37.00,120.20,0.27,25.88,124.18,0.61,71.64,114.58,0.61,70.48,120.33,0.27,76.28,120.60,0.73
1757878015,2025-09-14,12:26:55,,61.70,122.66,0.4,71.90,118.07,0.5,60.36,119.79,0.58,54.10,117.07,0.42000000000000004,114.86,112.32,0.71,34.48,118.90,0.39,66.74,122.46,0.5,38.00,120.20,0.26,28.08,124.18,0.61,72.24,114.58,0.6,72.28,120.33,0.29000000000000004,77.58,120.60,0.74
1757878316,2025-09-14,12:31:56,,64.48,101.83,0.33999999999999997,74.26,118.07,0.52,67.16,119.79,0.65,54.30,117.07,0.35,124.00,112.32,0.79,36.18,118.93,0.42000000000000004,67.32,122.46,0.48,42.60,120.20,0.27,28.08,124.20,0.58,73.54,114.58,0.66,73.68,120.33,0.20999999999999996,79.58,120.60,0.73
